time,valid_time,solar_rad,number,expver,temp_2m,cloud_cover
1970-01-01 00:00:00,2023-07-01 00:00:00,282.69135,0,0001,26.213104,71.30286
1970-01-01 00:00:00,2023-07-01 01:00:00,449.3714,0,0001,26.397644,70.235756
1970-01-01 00:00:00,2023-07-01 02:00:00,587.2756,0,0001,30.042053,77.717606
1970-01-01 00:00:00,2023-07-01 03:00:00,679.6551,0,0001,30.192017,81.89717
1970-01-01 00:00:00,2023-07-01 04:00:00,734.3354,0,0001,30.342163,86.02442
1970-01-01 00:00:00,2023-07-01 05:00:00,738.1654,0,0001,31.573303,87.47385
1970-01-01 00:00:00,2023-07-01 06:00:00,705.3457,0,0001,31.635925,89.66443
1970-01-01 00:00:00,2023-07-01 07:00:00,611.2138,0,0001,31.707764,88.81267
1970-01-01 00:00:00,2023-07-01 08:00:00,492.114,0,0001,31.284973,89.5529
1970-01-01 00:00:00,2023-07-01 09:00:00,344.3008,0,0001,31.184235,88.31889
1970-01-01 00:00:00,2023-07-01 10:00:00,204.34749,0,0001,28.78833,82.94908
1970-01-01 00:00:00,2023-07-01 11:00:00,84.43497,0,0001,28.562561,82.48979
1970-01-01 00:00:00,2023-07-01 12:00:00,10.508729,0,0001,28.342041,79.231445
1970-01-01 00:00:00,2023-07-01 13:00:00,0.0016815388,0,0001,28.12967,76.29686
1970-01-01 00:00:00,2023-07-01 14:00:00,0.0,0,0001,27.448975,72.39918
1970-01-01 00:00:00,2023-07-01 15:00:00,0.0,0,0001,26.17279,68.99094
1970-01-01 00:00:00,2023-07-01 16:00:00,0.0,0,0001,26.066833,71.1453
1970-01-01 00:00:00,2023-07-01 17:00:00,0.0,0,0001,25.399048,74.99233
1970-01-01 00:00:00,2023-07-01 18:00:00,0.0,0,0001,25.310394,76.21472
1970-01-01 00:00:00,2023-07-01 19:00:00,0.0,0,0001,25.186829,75.86663
1970-01-01 00:00:00,2023-07-01 20:00:00,0.0,0,0001,24.4823,74.65557
1970-01-01 00:00:00,2023-07-01 21:00:00,0.08335779,0,0001,24.46811,71.64755
1970-01-01 00:00:00,2023-07-01 22:00:00,19.411873,0,0001,26.075684,73.68856
1970-01-01 00:00:00,2023-07-01 23:00:00,102.84356,0,0001,26.274445,71.1292
1970-01-01 00:00:00,2023-07-02 00:00:00,223.5784,0,0001,26.580994,71.28001
1970-01-01 00:00:00,2023-07-02 01:00:00,353.49823,0,0001,26.76883,75.42242
1970-01-01 00:00:00,2023-07-02 02:00:00,460.2564,0,0001,29.520874,79.08011
1970-01-01 00:00:00,2023-07-02 03:00:00,526.8162,0,0001,29.615662,84.15352
1970-01-01 00:00:00,2023-07-02 04:00:00,571.6708,0,0001,29.601898,87.12786
1970-01-01 00:00:00,2023-07-02 05:00:00,586.7952,0,0001,30.395752,86.330215
1970-01-01 00:00:00,2023-07-02 06:00:00,570.58936,0,0001,30.484314,90.21917
1970-01-01 00:00:00,2023-07-02 07:00:00,465.6512,0,0001,30.477844,91.96021
1970-01-01 00:00:00,2023-07-02 08:00:00,373.45786,0,0001,29.801361,91.22772
1970-01-01 00:00:00,2023-07-02 09:00:00,264.44897,0,0001,29.718903,91.1067
1970-01-01 00:00:00,2023-07-02 10:00:00,148.90485,0,0001,27.391815,91.94971
1970-01-01 00:00:00,2023-07-02 11:00:00,60.972286,0,0001,27.175629,92.28926
1970-01-01 00:00:00,2023-07-02 12:00:00,8.559561,0,0001,27.006104,93.854385
1970-01-01 00:00:00,2023-07-02 13:00:00,0.0024429904,0,0001,26.969757,93.740456
1970-01-01 00:00:00,2023-07-02 14:00:00,0.0,0,0001,26.449005,93.568
1970-01-01 00:00:00,2023-07-02 15:00:00,0.0,0,0001,25.53955,92.08945
1970-01-01 00:00:00,2023-07-02 16:00:00,0.0,0,0001,25.503174,92.88953
1970-01-01 00:00:00,2023-07-02 17:00:00,0.0,0,0001,25.011261,93.303856
