time,valid_time,solar_rad,number,expver,temp_2m,cloud_cover
1970-01-01 00:00:00,2023-02-01 00:00:00,22.199284,0,0001,0.8121643,42.371704
1970-01-01 00:00:00,2023-02-01 01:00:00,153.10075,0,0001,1.0862732,42.11968
1970-01-01 00:00:00,2023-02-01 02:00:00,323.0197,0,0001,4.71756,42.884937
1970-01-01 00:00:00,2023-02-01 03:00:00,474.50897,0,0001,4.790161,41.825645
1970-01-01 00:00:00,2023-02-01 04:00:00,574.4294,0,0001,4.8717346,43.753345
1970-01-01 00:00:00,2023-02-01 05:00:00,604.5902,0,0001,6.153076,45.22817
1970-01-01 00:00:00,2023-02-01 06:00:00,569.2453,0,0001,6.078491,53.470665
1970-01-01 00:00:00,2023-02-01 07:00:00,440.3866,0,0001,6.029541,57.55876
1970-01-01 00:00:00,2023-02-01 08:00:00,302.50528,0,0001,4.8251953,60.623276
1970-01-01 00:00:00,2023-02-01 09:00:00,149.13667,0,0001,4.650299,63.797104
1970-01-01 00:00:00,2023-02-01 10:00:00,24.826641,0,0001,2.1438293,68.19004
1970-01-01 00:00:00,2023-02-01 11:00:00,0.019279528,0,0001,2.0347595,73.36646
1970-01-01 00:00:00,2023-02-01 12:00:00,0.0,0,0001,1.9968567,78.283554
1970-01-01 00:00:00,2023-02-01 13:00:00,0.0,0,0001,1.9220581,81.267426
1970-01-01 00:00:00,2023-02-01 14:00:00,0.0,0,0001,1.3563843,84.591095
1970-01-01 00:00:00,2023-02-01 15:00:00,0.0,0,0001,0.5366516,86.15842
1970-01-01 00:00:00,2023-02-01 16:00:00,0.0,0,0001,0.5072937,86.477646
1970-01-01 00:00:00,2023-02-01 17:00:00,0.0,0,0001,0.017089844,87.43843
1970-01-01 00:00:00,2023-02-01 18:00:00,0.0,0,0001,-0.013122559,88.273735
1970-01-01 00:00:00,2023-02-01 19:00:00,0.0,0,0001,-0.09109497,86.56817
1970-01-01 00:00:00,2023-02-01 20:00:00,0.0,0,0001,-0.74438477,87.717926
1970-01-01 00:00:00,2023-02-01 21:00:00,0.0,0,0001,-0.7762146,88.320366
1970-01-01 00:00:00,2023-02-01 22:00:00,0.0,0,0001,-1.0734253,90.7449
1970-01-01 00:00:00,2023-02-01 23:00:00,0.0012902373,0,0001,-1.1467285,92.30735
1970-01-01 00:00:00,2023-02-02 00:00:00,16.640804,0,0001,-1.0935059,95.75336
1970-01-01 00:00:00,2023-02-02 01:00:00,97.36209,0,0001,-0.9576721,97.73515
1970-01-01 00:00:00,2023-02-02 02:00:00,203.08983,0,0001,0.84384155,98.20901
1970-01-01 00:00:00,2023-02-02 03:00:00,298.346,0,0001,0.9815979,98.20966
1970-01-01 00:00:00,2023-02-02 04:00:00,361.52792,0,0001,1.0611267,97.74667
1970-01-01 00:00:00,2023-02-02 05:00:00,372.3989,0,0001,2.0945435,98.216286
1970-01-01 00:00:00,2023-02-02 06:00:00,354.42163,0,0001,2.1527405,96.184784
1970-01-01 00:00:00,2023-02-02 07:00:00,275.4281,0,0001,2.141571,94.430824
1970-01-01 00:00:00,2023-02-02 08:00:00,200.89096,0,0001,1.9257202,91.0582
1970-01-01 00:00:00,2023-02-02 09:00:00,105.03473,0,0001,1.8708191,86.77986
1970-01-01 00:00:00,2023-02-02 10:00:00,21.985167,0,0001,0.21755981,83.61363
1970-01-01 00:00:00,2023-02-02 11:00:00,0.04292683,0,0001,0.21951294,82.577644
1970-01-01 00:00:00,2023-02-02 12:00:00,0.0,0,0001,0.118255615,78.25172
1970-01-01 00:00:00,2023-02-02 13:00:00,0.0,0,0001,0.0064086914,73.1138
1970-01-01 00:00:00,2023-02-02 14:00:00,0.0,0,0001,-0.5036011,69.84174
1970-01-01 00:00:00,2023-02-02 15:00:00,0.0,0,0001,-1.4962769,63.330048
1970-01-01 00:00:00,2023-02-02 16:00:00,0.0,0,0001,-1.5939026,57.603657
1970-01-01 00:00:00,2023-02-02 17:00:00,0.0,0,0001,-2.1166687,55.39152
1970-01-01 00:00:00,2023-02-02 18:00:00,0.0,0,0001,-2.179596,52.774178
1970-01-01 00:00:00,2023-02-02 19:00:00,0.0,0,0001,-2.1801453,49.53853
1970-01-01 00:00:00,2023-02-02 20:00:00,0.0,0,0001,-2.8263855,47.140198
1970-01-01 00:00:00,2023-02-02 21:00:00,0.0,0,0001,-2.90448,46.17326
1970-01-01 00:00:00,2023-02-02 22:00:00,0.0,0,0001,-3.1789246,46.148678
1970-01-01 00:00:00,2023-02-02 23:00:00,0.0021785975,0,0001,-3.1917725,46.86619
1970-01-01 00:00:00,2023-02-03 00:00:00,22.250546,0,0001,-2.938446,43.00448
1970-01-01 00:00:00,2023-02-03 01:00:00,148.93532,0,0001,-2.0908203,37.70667
1970-01-01 00:00:00,2023-02-03 02:00:00,313.1372,0,0001,2.4293213,35.628345
1970-01-01 00:00:00,2023-02-03 03:00:00,457.87283,0,0001,2.728302,33.016907
1970-01-01 00:00:00,2023-02-03 04:00:00,549.7589,0,0001,3.0046692,29.662577
1970-01-01 00:00:00,2023-02-03 05:00:00,594.44135,0,0001,5.8759766,28.376337
1970-01-01 00:00:00,2023-02-03 06:00:00,568.7667,0,0001,6.0058594,27.899158
1970-01-01 00:00:00,2023-02-03 07:00:00,481.1469,0,0001,6.0428467,27.16439
1970-01-01 00:00:00,2023-02-03 08:00:00,341.78955,0,0001,6.05072,25.611502
1970-01-01 00:00:00,2023-02-03 09:00:00,177.68272,0,0001,5.9417725,21.785265
1970-01-01 00:00:00,2023-02-03 10:00:00,35.506676,0,0001,2.0808105,19.884865
1970-01-01 00:00:00,2023-02-03 11:00:00,0.06370811,0,0001,1.7106323,16.815542
1970-01-01 00:00:00,2023-02-03 12:00:00,0.0,0,0001,1.4753113,14.074244
1970-01-01 00:00:00,2023-02-03 13:00:00,0.0,0,0001,1.3658142,13.1685705
1970-01-01 00:00:00,2023-02-03 14:00:00,0.0,0,0001,0.13354492,14.711553
1970-01-01 00:00:00,2023-02-03 15:00:00,0.0,0,0001,-1.0413208,16.289312
1970-01-01 00:00:00,2023-02-03 16:00:00,0.0,0,0001,-1.180603,18.84464
1970-01-01 00:00:00,2023-02-03 17:00:00,0.0,0,0001,-1.8858032,21.254555
1970-01-01 00:00:00,2023-02-03 18:00:00,0.0,0,0001,-1.9962463,24.18894
1970-01-01 00:00:00,2023-02-03 19:00:00,0.0,0,0001,-2.0737305,27.931839
1970-01-01 00:00:00,2023-02-03 20:00:00,0.0,0,0001,-2.9083252,32.297535
1970-01-01 00:00:00,2023-02-03 21:00:00,0.0,0,0001,-2.9559937,35.317005
1970-01-01 00:00:00,2023-02-03 22:00:00,0.0,0,0001,-3.308258,38.54966
1970-01-01 00:00:00,2023-02-03 23:00:00,0.0041033775,0,0001,-3.242981,38.81872
1970-01-01 00:00:00,2023-02-04 00:00:00,23.699736,0,0001,-3.0224,37.052807
1970-01-01 00:00:00,2023-02-04 01:00:00,152.29745,0,0001,-1.7429504,34.874413
1970-01-01 00:00:00,2023-02-04 02:00:00,316.86935,0,0001,4.586487,33.58784
1970-01-01 00:00:00,2023-02-04 03:00:00,457.17126,0,0001,4.8705444,28.223423
1970-01-01 00:00:00,2023-02-04 04:00:00,548.5848,0,0001,5.0281982,26.466671
1970-01-01 00:00:00,2023-02-04 05:00:00,577.6641,0,0001,7.918091,31.005175
1970-01-01 00:00:00,2023-02-04 06:00:00,541.86395,0,0001,7.984741,32.646828
1970-01-01 00:00:00,2023-02-04 07:00:00,466.40204,0,0001,7.9822083,34.180637
1970-01-01 00:00:00,2023-02-04 08:00:00,327.87457,0,0001,7.6674194,36.210266
1970-01-01 00:00:00,2023-02-04 09:00:00,165.76555,0,0001,7.564392,33.78178
1970-01-01 00:00:00,2023-02-04 10:00:00,32.288506,0,0001,3.5151367,32.335766
1970-01-01 00:00:00,2023-02-04 11:00:00,0.05845198,0,0001,3.2111816,32.71581
1970-01-01 00:00:00,2023-02-04 12:00:00,0.0,0,0001,3.1012878,32.473366
1970-01-01 00:00:00,2023-02-04 13:00:00,0.0,0,0001,2.9089966,31.116522
1970-01-01 00:00:00,2023-02-04 14:00:00,0.0,0,0001,1.8923645,30.743244
1970-01-01 00:00:00,2023-02-04 15:00:00,0.0,0,0001,0.7869568,29.063993
1970-01-01 00:00:00,2023-02-04 16:00:00,0.0,0,0001,0.73950195,29.135561
1970-01-01 00:00:00,2023-02-04 17:00:00,0.0,0,0001,0.14422607,29.75916
1970-01-01 00:00:00,2023-02-04 18:00:00,0.0,0,0001,0.15359497,29.213291
1970-01-01 00:00:00,2023-02-04 19:00:00,0.0,0,0001,0.042999268,29.084522
1970-01-01 00:00:00,2023-02-04 20:00:00,0.0,0,0001,-0.85180664,30.562187
1970-01-01 00:00:00,2023-02-04 21:00:00,0.0,0,0001,-0.90625,29.72296
1970-01-01 00:00:00,2023-02-04 22:00:00,0.0,0,0001,-0.8673401,31.089857
1970-01-01 00:00:00,2023-02-04 23:00:00,0.0026016259,0,0001,-0.95947266,30.732214
1970-01-01 00:00:00,2023-02-05 00:00:00,22.552385,0,0001,-0.7687988,34.03121
1970-01-01 00:00:00,2023-02-05 01:00:00,143.93896,0,0001,0.28225708,38.075794
1970-01-01 00:00:00,2023-02-05 02:00:00,296.46933,0,0001,5.6069946,43.004284
1970-01-01 00:00:00,2023-02-05 03:00:00,421.41953,0,0001,5.848419,44.599983
1970-01-01 00:00:00,2023-02-05 04:00:00,504.48798,0,0001,6.1006165,44.480663
1970-01-01 00:00:00,2023-02-05 05:00:00,534.0937,0,0001,9.071686,45.16775
1970-01-01 00:00:00,2023-02-05 06:00:00,503.1489,0,0001,9.111023,48.31312
1970-01-01 00:00:00,2023-02-05 07:00:00,418.74826,0,0001,9.110352,51.634674
1970-01-01 00:00:00,2023-02-05 08:00:00,287.95587,0,0001,8.822693,55.87364
1970-01-01 00:00:00,2023-02-05 09:00:00,143.53152,0,0001,8.7901,59.157093
1970-01-01 00:00:00,2023-02-05 10:00:00,28.282679,0,0001,5.6297607,63.67677
1970-01-01 00:00:00,2023-02-05 11:00:00,0.078186266,0,0001,5.2837524,66.96179
1970-01-01 00:00:00,2023-02-05 12:00:00,0.0,0,0001,5.1460876,67.93435
1970-01-01 00:00:00,2023-02-05 13:00:00,0.0,0,0001,5.0508423,67.7544
1970-01-01 00:00:00,2023-02-05 14:00:00,0.0,0,0001,4.2385864,66.97935
1970-01-01 00:00:00,2023-02-05 15:00:00,0.0,0,0001,3.3160706,66.509094
1970-01-01 00:00:00,2023-02-05 16:00:00,0.0,0,0001,3.3578186,66.58316
1970-01-01 00:00:00,2023-02-05 17:00:00,0.0,0,0001,2.752411,68.27152
1970-01-01 00:00:00,2023-02-05 18:00:00,0.0,0,0001,2.5872498,69.40509
1970-01-01 00:00:00,2023-02-05 19:00:00,0.0,0,0001,2.58078,69.43645
1970-01-01 00:00:00,2023-02-05 20:00:00,0.0,0,0001,1.8628845,68.64246
1970-01-01 00:00:00,2023-02-05 21:00:00,0.0,0,0001,1.8337708,68.13015
1970-01-01 00:00:00,2023-02-05 22:00:00,0.0,0,0001,1.4486389,69.40152
1970-01-01 00:00:00,2023-02-05 23:00:00,0.00094123866,0,0001,1.3754883,66.66776
1970-01-01 00:00:00,2023-02-06 00:00:00,15.137159,0,0001,1.3622131,67.57464
1970-01-01 00:00:00,2023-02-06 01:00:00,109.90542,0,0001,2.077057,66.38851
1970-01-01 00:00:00,2023-02-06 02:00:00,239.53818,0,0001,6.2980347,65.40458
1970-01-01 00:00:00,2023-02-06 03:00:00,359.2892,0,0001,6.4010315,65.15278
1970-01-01 00:00:00,2023-02-06 04:00:00,446.29294,0,0001,6.544342,66.20721
1970-01-01 00:00:00,2023-02-06 05:00:00,483.5943,0,0001,8.839844,68.50126
1970-01-01 00:00:00,2023-02-06 06:00:00,459.51093,0,0001,8.836578,70.91162
1970-01-01 00:00:00,2023-02-06 07:00:00,360.85,0,0001,8.8013,70.79477
1970-01-01 00:00:00,2023-02-06 08:00:00,249.97302,0,0001,8.25769,71.107056
1970-01-01 00:00:00,2023-02-06 09:00:00,130.38676,0,0001,8.095612,69.17199
1970-01-01 00:00:00,2023-02-06 10:00:00,28.816444,0,0001,5.4443665,66.08425
1970-01-01 00:00:00,2023-02-06 11:00:00,0.10879239,0,0001,5.280365,63.396465
1970-01-01 00:00:00,2023-02-06 12:00:00,0.0,0,0001,5.1597595,60.493446
1970-01-01 00:00:00,2023-02-06 13:00:00,0.0,0,0001,5.049011,57.83278
1970-01-01 00:00:00,2023-02-06 14:00:00,0.0,0,0001,4.472687,55.701725
1970-01-01 00:00:00,2023-02-06 15:00:00,0.0,0,0001,3.2118225,56.972878
1970-01-01 00:00:00,2023-02-06 16:00:00,0.0,0,0001,3.1446533,61.059475
1970-01-01 00:00:00,2023-02-06 17:00:00,0.0,0,0001,2.5984802,61.487072
1970-01-01 00:00:00,2023-02-06 18:00:00,0.0,0,0001,2.5008545,59.9581
1970-01-01 00:00:00,2023-02-06 19:00:00,0.0,0,0001,2.4138184,54.55587
1970-01-01 00:00:00,2023-02-06 20:00:00,0.0,0,0001,1.4905701,51.354473
1970-01-01 00:00:00,2023-02-06 21:00:00,0.0,0,0001,1.4443359,51.56323
1970-01-01 00:00:00,2023-02-06 22:00:00,0.0,0,0001,0.8861389,54.13335
1970-01-01 00:00:00,2023-02-06 23:00:00,0.0015969331,0,0001,0.8355408,50.531715
1970-01-01 00:00:00,2023-02-07 00:00:00,18.325823,0,0001,0.89682007,48.824078
1970-01-01 00:00:00,2023-02-07 01:00:00,123.10889,0,0001,1.8218384,47.635647
1970-01-01 00:00:00,2023-02-07 02:00:00,262.69498,0,0001,5.250122,47.847374
1970-01-01 00:00:00,2023-02-07 03:00:00,384.72446,0,0001,5.637787,51.670723
1970-01-01 00:00:00,2023-02-07 04:00:00,465.04764,0,0001,5.8130493,56.41042
1970-01-01 00:00:00,2023-02-07 05:00:00,494.94263,0,0001,8.284607,60.884487
1970-01-01 00:00:00,2023-02-07 06:00:00,466.5949,0,0001,8.331757,64.20901
1970-01-01 00:00:00,2023-02-07 07:00:00,367.43622,0,0001,8.336334,66.56142
1970-01-01 00:00:00,2023-02-07 08:00:00,262.235,0,0001,8.103851,67.61794
1970-01-01 00:00:00,2023-02-07 09:00:00,134.63799,0,0001,8.022614,67.99841
1970-01-01 00:00:00,2023-02-07 10:00:00,29.258478,0,0001,5.2455444,68.76233
1970-01-01 00:00:00,2023-02-07 11:00:00,0.096302465,0,0001,4.9305725,71.234344
1970-01-01 00:00:00,2023-02-07 12:00:00,0.0,0,0001,4.828644,74.418915
1970-01-01 00:00:00,2023-02-07 13:00:00,0.0,0,0001,4.7983704,76.52475
1970-01-01 00:00:00,2023-02-07 14:00:00,0.0,0,0001,4.1204224,76.86388
1970-01-01 00:00:00,2023-02-07 15:00:00,0.0,0,0001,3.0518494,77.93438
1970-01-01 00:00:00,2023-02-07 16:00:00,0.0,0,0001,3.0248718,79.9197
1970-01-01 00:00:00,2023-02-07 17:00:00,0.0,0,0001,2.5188293,79.54849
1970-01-01 00:00:00,2023-02-07 18:00:00,0.0,0,0001,2.4298096,80.51176
1970-01-01 00:00:00,2023-02-07 19:00:00,0.0,0,0001,2.437439,80.930756
1970-01-01 00:00:00,2023-02-07 20:00:00,0.0,0,0001,1.8616028,81.27973
1970-01-01 00:00:00,2023-02-07 21:00:00,0.0,0,0001,1.7798767,81.613754
1970-01-01 00:00:00,2023-02-07 22:00:00,0.0,0,0001,1.8164368,80.68692
1970-01-01 00:00:00,2023-02-07 23:00:00,0.0074981824,0,0001,1.6350708,77.105125
1970-01-01 00:00:00,2023-02-08 00:00:00,18.946047,0,0001,1.7644653,76.80979
1970-01-01 00:00:00,2023-02-08 01:00:00,109.8348,0,0001,2.052185,77.822754
1970-01-01 00:00:00,2023-02-08 02:00:00,225.61697,0,0001,4.605652,80.38979
1970-01-01 00:00:00,2023-02-08 03:00:00,336.00504,0,0001,4.8175964,83.96628
1970-01-01 00:00:00,2023-02-08 04:00:00,403.04572,0,0001,4.8841248,87.727425
1970-01-01 00:00:00,2023-02-08 05:00:00,405.66928,0,0001,6.04657,91.123924
1970-01-01 00:00:00,2023-02-08 06:00:00,369.51132,0,0001,6.0476685,93.19743
1970-01-01 00:00:00,2023-02-08 07:00:00,276.54987,0,0001,6.04657,96.230194
1970-01-01 00:00:00,2023-02-08 08:00:00,179.81259,0,0001,5.348175,97.40945
1970-01-01 00:00:00,2023-02-08 09:00:00,84.3575,0,0001,5.2415466,98.39275
1970-01-01 00:00:00,2023-02-08 10:00:00,14.917534,0,0001,3.6122437,98.67359
1970-01-01 00:00:00,2023-02-08 11:00:00,0.04305374,0,0001,3.4974976,99.0316
1970-01-01 00:00:00,2023-02-08 12:00:00,0.0,0,0001,3.4386292,99.508095
1970-01-01 00:00:00,2023-02-08 13:00:00,0.0,0,0001,3.3797302,99.35217
1970-01-01 00:00:00,2023-02-08 14:00:00,0.0,0,0001,2.9718933,99.455734
1970-01-01 00:00:00,2023-02-08 15:00:00,0.0,0,0001,2.248291,99.61198
1970-01-01 00:00:00,2023-02-08 16:00:00,0.0,0,0001,2.2522583,99.56015
1970-01-01 00:00:00,2023-02-08 17:00:00,0.0,0,0001,1.9859619,99.25464
1970-01-01 00:00:00,2023-02-08 18:00:00,0.0,0,0001,1.9631042,99.57015
